1,11,121,1331,14641,161051,411051,661051,911051,1161051,1411051
1,26,526,6526,38526,81000,147000,266777.7778,484152.2634,644494.4368,857938.9389
1,4,16,64,256,1024,4096,16384,65536,262144,512144
